gene_id	WT1	WT2	HOTTIP_KO1	HOTTIP_KO2
Kcng4	1.7818769149825	3.61643058588254	0.804046061184277	1.04437591199938
Kcnj12	3.33594786193285	6.01515099163856	1.84571338629158	2.08483442728836
Kcnn3	0.350083370567175	0.486442903964456	0.126236641134586	0.219179666288751
Krt15	0	0	22.7145762100089	0
Lrrc38	1.80739703846112	2.83140851909521	0.81060908406857	1.42558872379168
Lrtm1	1.82922340376101	1.55161987654057	0.650056692072043	1.00820926739473
Lrtm2	0.4530929092591	0.940778976513063	0.126455784676364	0.215310605100213
Mfi2	1.17095550378091	0.212062504353144	1.58253987777219	2.2096018060829
Mtus2	0.10952390812122	0.0649742426397902	0.256767263971273	0.273241330542282
Mylk4	39.0948174219467	61.169759412195	21.4394360156141	23.3903336439242
Myom1	79.2730754164954	137.960812301717	46.1198529887731	53.602040591875
Mypn	20.210335672196	30.2340809005501	10.5537018490401	13.6432933699615
Neb	79.4775162740173	99.3247737979858	35.0514809324993	51.6835600491433
Nos2	1.36292123940075	0.411692844388584	3.86867025098965	3.30307999284237
Obscn	19.9770346279093	33.3557071397943	10.2572737306894	14.7209649841833
Omd	1.87239501373811	1.6266543002183	3.48363987270036	3.79212618164628
Pde4dip	100.938868942032	142.711024691747	50.2696237579862	67.8078721190545
Pm20d2	4.18928159583963	6.78541813605759	1.69990555725618	2.54386504149519
Ppargc1a	0.733097251608126	1.3405849181256	0.422512472400119	0.51320339487081
Ppp1r1a	11.6547268650452	16.6133368516504	5.5101716670848	8.52524003524449
Ppp1r1b	0.933430901074516	0.395773937139207	1.26878101535312	2.06349090499336
Prkaa2	9.98626734879445	15.695313017298	5.71949224732262	7.07193679133251
Prok2	24.3570424087856	2.36993514241984	40.4392560992891	37.3030959851447
Pygo1	2.07825538436094	2.53431402498195	0.522026871343643	1.23448859829664
Rbm24	16.0292859650636	25.8399625075001	8.30379127156868	11.5259460048005
Serpina1b	1.9461392525997	0.838763010638882	2.62804405054989	3.81706040362791
Serpina1e	0.194074602155034	0.260968840646377	0.994472587876263	1.09747294237216
Slc10a6	0.602618086691564	0.281364710489738	1.35811369424031	1.01421026554973
Slc26a10	0.438793560552925	0.983397153371606	0.156142764911666	0.240010060441886
Snph	0.178586942680977	0.231716781666628	0.0356768452784497	0.028474391135367
Sypl2	21.4722441359343	29.5860968006244	10.9204741865392	13.3423472096306
Tcp11x2	0.210203775171973	0.0336496984842457	0.854858193031773	1.12197010626439
Tex11	0.0741954655985022	0.182910548021209	0	0
Tmem25	1.17493210293168	1.29751174538486	0.177740630684001	0.601823045505804
Tmem45b	3.40279783656873	4.41888562850001	1.62958298836253	1.99104534063377
Tnfsf11	0.882896163253479	0.748694499429337	1.85674434552726	1.95177618485725
Upp1	14.9447791096317	2.48235891012856	26.1352355783581	20.7672284517233
Zc3h6	2.56187758859897	2.21560829150723	1.05915856645117	1.11637926459475
Zfp3	3.42282445345464	5.40905520780217	2.2763706046371	1.94975386541174
Zxdb	0.5216509935926	0.446380634774471	0.855010221876345	1.27381418431298
